2.1147523e+00 -6.6323876e-01 -1.0044837e+00 1.7901487e+00 -6.4657611e-01 -3.6821956e-01 1.2435680e-01 -8.4651158e-01 1.6072006e+00 5.8160388e-01 3.6341527e-01 -1.1501345e+00 2.5789880e-01 1.0592270e+00 1.4366048e+00 5.9429669e-01 6.5873068e-01 1.1868889e+00 -4.8149210e-01 -2.8628601e-01 6.9385791e-01 4.4405480e-01 1.7155554e-01 -5.4094462e-01 -1.6337246e+00 -1.1412388e+00 1.4807271e+00 -9.3844994e-01 7.7074415e-01 -3.2534151e-01 7.8736579e-01 -2.4052130e+00 1.0053522e+00 -2.0929257e-01 1.7552931e-01 -6.2981312e-01 -2.1646631e+00 4.8098491e-01 -1.4207264e-01 8.1854221e-01 1.0988599e+00 5.2599935e-01 -1.1724230e+00 -8.7505965e-01 -1.2134556e+00 1.6428224e+00 5.6009427e-02 -6.5905610e-01 8.5624095e-01 -3.0360481e-01 1.3629081e-01 8.9642474e-01 -1.7721918e+00 2.1133037e-01 4.1989536e-01 -7.7934232e-01 -7.9668157e-01 -7.9180342e-02 -1.8299150e+00 -1.4509453e-01 1.9814307e-01 5.5784611e-01
1.0872440e+00 1.6955519e+00 5.0440803e-01 4.1900932e-01 -1.7466732e-01 -2.7044071e+00 1.2766724e+00 4.2731522e-01 -7.5061161e-01 4.3536184e-01 7.3204288e-01 -1.1931585e+00 -1.1814905e-01 3.8910698e-01 6.4095903e-01 1.2157030e+00 4.3934078e-01 2.5824847e-01 5.7966162e-01 -2.3275706e+00 -1.2462002e+00 1.5290869e+00 -7.9677388e-02 -3.8039298e-01 1.2141309e+00 -1.1174836e+00 5.5950549e-01 1.0961547e+00 -2.1916212e+00 -3.1846301e-01 -2.0432858e+00 -1.2455880e+00 1.6662809e-01 -7.1568706e-02 5.4226167e-01 -6.2690803e-01 2.9619551e-02 7.5443070e-01 1.1446613e-01 2.9724762e-01 7.7568456e-01 1.6792644e+00 -4.9745233e-01 -3.0262593e-01 -2.0220866e-01 6.5431282e-01 7.4793038e-01 -4.6827380e-01 4.9498094e-01 -1.4664620e+00 7.9100978e-01 1.6409575e+00 4.2896514e-01 5.0558815e-01 -1.8653710e+00 -7.4367565e-01 -3.3067503e-01 -6.1815247e-02 9.0683618e-02 -5.2001462e-01 -6.4892641e-01 -5.1628066e-01
9.1733050e-01 1.5587310e+00 7.4626734e-01 8.1077914e-01 -5.2375682e-01 -2.8789937e+00 1.5027905e+00 4.0032914e-01 -8.0007930e-01 5.7786583e-01 5.7702364e-01 -1.3432974e+00 8.7770701e-02 6.8679445e-01 8.6322104e-01 1.3318373e+00 3.9315197e-01 2.8109068e-02 6.7354667e-01 -2.0321428e+00 -1.0623081e+00 1.4903839e+00 5.3004455e-02 -6.1021628e-02 1.0260629e+00 -8.3286228e-01 5.6624341e-01 1.3213296e+00 -1.9452840e+00 -3.3948784e-02 -1.8017887e+00 -1.2775936e+00 -2.0625562e-01 1.0196759e-01 1.0064153e+00 -9.0426085e-01 1.2476623e-02 9.0982169e-01 2.8132968e-01 1.3254074e-01 4.4068397e-01 1.4860655e+00 -5.4993841e-01 -6.6572724e-02 -5.7188252e-01 3.2243706e-01 8.4690054e-01 -6.4938505e-01 2.4130034e-01 -1.6926553e+00 6.6486852e-01 1.4113749e+00 3.9352797e-01 3.1643608e-01 -1.8516473e+00 -5.9765001e-01 -3.8298891e-01 5.8093455e-02 3.3174961e-01 -8.4582581e-01 -9.1567471e-01 -7.4274780e-01
1.0157142e+00 1.5574693e+00 1.0003924e+00 2.6104807e+00 1.1096704e+00 6.0076660e-01 7.9113997e-01 -2.2544273e-01 2.8635299e-01 1.4649368e+00 6.0610488e-01 -1.2260527e+00 -4.5199839e-01 1.7679955e-01 1.8652870e-01 1.0319495e-01 6.3195293e-01 6.4925477e-01 2.5376482e-01 1.4730258e-01 2.7687045e-01 1.0648916e-01 1.5150327e-01 -1.4622851e+00 1.0957412e+00 -1.8150403e+00 -1.9841229e-01 -1.6453242e+00 -5.8040041e-01 -6.7158197e-01 -4.2680960e-01 -1.8799730e+00 -3.1623435e-01 -1.5743728e+00 -1.1764800e+00 -3.8204775e-01 -5.0055452e-01 -9.4478759e-01 -1.1225133e+00 3.2873026e-01 -1.4298859e-01 7.6567090e-01 1.2132180e+00 1.1451123e+00 1.3259935e+00 1.4502851e+00 1.5613695e-01 -6.9051605e-01 4.0893472e-01 1.7343792e+00 8.8178358e-02 9.3977389e-01 -2.2204333e+00 3.6801464e-01 -2.5266417e-01 -1.5198931e+00 -8.9834338e-01 -4.7792835e-01 -5.5586573e-01 -4.3069418e-01 -8.7225572e-01 -8.4964814e-02
-1.2973831e-01 -9.6719268e-01 5.1539504e-01 6.5012142e-01 5.4750856e-01 -1.5407400e-01 1.3685444e+00 4.7906971e-01 1.6407405e+00 7.0694025e-01 -1.5061927e+00 1.4973877e+00 4.0819373e-01 -5.2907832e-01 -3.6161137e-01 1.0399656e-02 -1.5725498e+00 -7.4377308e-01 2.5767243e-02 -3.0796353e-01 5.8338978e-01 1.1343914e-01 -8.4027938e-01 9.6709531e-01 -2.1498210e+00 1.1929767e+00 1.0887957e+00 -7.4626670e-02 -1.3965406e-01 -1.1681027e+00 4.0850723e-02 -6.5300877e-01 -1.2435012e+00 1.1961052e+00 8.8894376e-01 -1.9048864e-01 -4.1043475e-01 -1.4623666e-01 6.6680917e-01 -3.9400964e-01 -9.8130867e-01 -1.8144073e-01 6.0318108e-01 -3.0567454e-01 -3.5011114e-01 -1.6857630e-01 1.0006774e+00 1.8773561e+00 1.7199247e+00 4.9773384e-01 -1.5668056e+00 3.0334224e+00 -4.7317866e-01 -3.1427853e-01 -1.3686903e+00 -1.6925834e+00 2.9230425e-01 3.0161893e-01 1.2189018e-01 -1.3125336e+00 -1.3606526e+00 -2.7841127e-01
1.2568036e+00 -1.3398519e+00 1.6226864e-01 6.5326210e-01 -3.1469639e+00 -1.4397978e+00 6.2559330e-01 2.7320661e-01 1.9386237e-01 -1.8769570e+00 1.1705053e+00 4.5727511e-01 3.8351383e-01 5.1466939e-01 1.1527824e+00 7.2644739e-01 8.4251746e-01 9.2121830e-01 6.0890447e-01 -5.6028033e-01 1.1665473e+00 3.5687664e-01 3.9222936e-01 -9.2888289e-01 9.1031142e-02 -3.6489135e-02 1.6286764e+00 -7.5573893e-01 -9.8343836e-01 1.2661038e+00 -1.1386462e+00 -3.1220784e-01 6.2639264e-01 -3.8805529e-01 4.8154561e-02 -4.4187032e-01 -1.4208852e+00 5.8194164e-01 1.4444673e+00 4.9015278e-01 5.4930142e-01 -1.0950223e+00 -6.6483468e-01 -3.5025532e-01 3.5182126e-01 -4.2764696e-01 7.2485899e-01 1.2875276e+00 -1.2287294e+00 -9.2168176e-01 8.6843774e-01 3.2086110e-01 5.7305556e-01 -1.9121772e+00 -5.8420227e-02 -1.6122720e+00 5.6061867e-01 1.1553772e+00 -6.6393970e-01 -1.6758495e+00 1.3147116e-01 8.2215969e-01
-4.2650876e-01 -1.3054136e+00 -8.3248737e-02 4.2007441e-01 -2.4145212e+00 6.7506703e-01 1.6919589e+00 -8.5976480e-01 1.3455993e+00 -2.0695373e+00 -2.6091674e-01 9.8078534e-01 2.5479986e-01 1.2741545e+00 1.7616800e+00 1.2763787e+00 1.5843411e+00 9.3351486e-01 2.6848789e-01 6.1822172e-01 8.1213954e-01 -7.7005411e-02 -4.9105075e-01 -5.5340849e-01 2.8234709e-01 1.0123801e+00 1.1959962e+00 -1.3997447e+00 -8.7832017e-01 9.5350104e-01 -5.4095893e-01 -1.5934154e-01 7.1293665e-01 -8.8834102e-01 -1.1015641e+00 -2.1520619e-02 -1.7698869e+00 9.7466092e-02 9.5513364e-01 -6.3393831e-01 2.8757515e-01 -1.4842083e+00 -7.8490912e-01 -1.6239304e+00 6.9126271e-01 -8.1927300e-01 1.1337237e+00 1.0362851e+00 -8.0191848e-01 -2.7779985e-01 5.0029193e-01 1.5194102e+00 9.2027195e-03 -1.6023519e+00 -2.6147992e-01 -2.8478796e-01 4.5283293e-01 2.9465595e-01 -1.1329901e+00 -1.8377118e-01 4.8239195e-01 -3.2218400e-01
7.1236455e-01 -4.4649023e-01 1.2793938e+00 1.5946034e-01 -1.3132959e+00 -1.0169876e+00 1.9352941e+00 5.9482863e-01 1.2685788e+00 1.0977051e+00 5.0017694e-01 9.9967447e-01 1.1669139e+00 -8.4259874e-01 -8.4517997e-01 2.0160770e-01 -1.7971721e+00 -1.0197470e+00 -3.6948725e-01 -6.9061378e-01 2.5915218e-01 1.0699868e+00 -5.9551954e-01 8.8829132e-01 -4.4505503e-01 4.6265269e-01 -9.3449266e-02 -3.3248754e-01 -2.5018864e-01 -1.0874960e+00 2.8835541e-01 -1.8869781e-01 -1.7631033e+00 4.3472551e-01 4.7635876e-01 -5.0674939e-01 -8.9067630e-01 -2.0939115e-01 3.8395471e-01 -1.0270820e+00 -1.4352179e-01 -5.6869813e-01 1.3542889e+00 1.1757211e+00 1.8439057e-01 -9.1386703e-01 1.1967661e+00 -1.2424292e+00 2.0323461e+00 1.0105851e+00 2.1521931e-01 2.7916773e+00 -3.8896402e-01 6.8161829e-01 -7.5610701e-01 -9.1351824e-01 -4.4086170e-01 -1.4216959e-01 2.6191085e-01 -7.5410792e-01 -2.5156401e+00 -5.7264612e-01
2.1227263e+00 2.9051915e-01 4.4938261e-01 1.9722219e+00 -1.1941278e-02 7.0338379e-01 7.4710253e-02 -1.0484993e-01 1.9954457e+00 1.2052382e+00 4.2039864e-01 -1.0287171e+00 -5.2720701e-02 5.3255158e-01 1.1225014e+00 5.9267128e-01 4.2426535e-01 1.0136251e+00 1.9812712e-01 4.4209798e-01 3.6991769e-01 4.4948563e-02 4.1923165e-01 -3.2135851e-01 2.8759148e-01 -7.0888886e-01 7.6314658e-01 -5.6197307e-01 5.0728460e-01 -1.8190064e-01 -6.2449145e-01 -1.8434813e+00 4.6503284e-01 -4.0426286e-02 -5.4907092e-02 -3.0502234e+00 -1.3356341e+00 -8.0082195e-01 -5.2285379e-01 -2.5479357e-01 1.1126135e+00 2.8806259e-01 -6.7287330e-01 6.7491216e-01 -1.3018022e-01 1.3008821e+00 -2.2499473e-01 -6.6302789e-01 1.1400853e+00 -3.4974662e-01 1.1263882e+00 4.9842077e-01 -2.1981102e+00 -3.8065976e-03 -2.5572962e+00 -1.2271420e+00 -1.3271897e-01 -1.4709963e-01 -1.6879060e+00 -3.8955589e-01 -4.2783198e-01 -2.4611122e-01
1.3476874e+00 2.8581852e-01 7.0103260e-01 1.1250958e+00 1.0868732e-01 -2.3556903e+00 3.2308505e-01 5.6762146e-01 -7.6822179e-01 2.1474500e-01 2.2960692e+00 -4.0639008e-01 3.0028900e-01 -1.8920280e-01 7.0063937e-01 9.5293059e-01 6.9440560e-01 4.3368924e-01 2.1035040e+00 -2.7663299e+00 -2.0127198e+00 3.2404071e-01 6.5882286e-01 -8.3329799e-01 9.2935677e-02 -2.1240698e-01 5.3055923e-01 1.3585251e+00 -1.4411012e+00 -4.2573552e-01 -1.5412563e+00 -1.1600149e+00 -1.0376747e+00 -7.3759095e-01 1.4898906e+00 -5.4533673e-01 -2.0556403e-01 1.0261814e+00 3.7510176e-01 -6.9293234e-01 5.4851376e-01 1.3330141e+00 -9.8603030e-01 2.0101492e-01 -5.3658014e-01 5.8070329e-01 4.3458277e-01 1.3354414e+00 -6.6535198e-01 -1.1279331e+00 5.4415164e-01 4.2285572e-01 3.5393265e-01 -5.9037308e-01 -1.1185724e+00 -9.4897359e-01 -4.9242488e-02 5.0397346e-01 4.1886200e-01 -2.3428270e-01 -3.0685180e-01 -7.9274543e-01
